batch,attack,seed,round,cid,principal_id,attack_active,valid,coherence,trainable_residual_norm,sketch_norm,loo_residual_ratio,aggregation_weight,existing_cumulative_q
clean_seed103,none,103,17,13,13,False,True,0.5857004666422427,3.0945660850516816,1.0,0.9923265981906009,0.1,1.0
clean_seed103,none,103,17,15,15,False,True,0.554349284347822,3.029762542431625,1.0,0.9715462117869974,0.1,1.0
clean_seed103,none,103,17,17,17,False,True,0.5552372873992838,3.165945835967863,1.0,1.0230661582122875,0.1,1.0
clean_seed103,none,103,17,3,3,False,True,0.5794971707490818,3.0258647587968714,0.9999999999999999,0.9702963194698025,0.1,1.0
clean_seed103,none,103,17,6,6,False,True,0.598916502017065,3.118495554482047,1.0,1.0077327382168237,0.1,1.0
clean_seed103,none,103,17,7,7,False,True,0.5905141356786058,3.154431470527911,1.0,1.019345324620925,0.1,1.0
clean_seed103,none,103,17,9,9,False,True,0.5579929811807872,3.186296808320113,1.0,1.0296425155408822,0.1,1.0
clean_seed103,none,103,18,10,10,False,True,0.5612010319373482,3.0518404215766863,1.0,0.9758248422484341,0.1,1.0
clean_seed103,none,103,18,14,14,False,True,0.5539903306585592,3.147244241874022,1.0,1.0139501857285673,0.1,1.0
clean_seed103,none,103,18,15,15,False,True,0.578367569270462,3.0535172744825956,1.0,0.9763610153428115,0.1,1.0
clean_seed103,none,103,18,17,17,False,True,0.5695661706766594,3.143592876575421,1.0,1.0127738224602132,0.1,1.0
clean_seed103,none,103,18,18,18,False,True,0.5412056736388577,3.127446944827545,1.0,1.0075720747608445,0.1,1.0
clean_seed103,none,103,18,2,2,False,True,0.5407139926884,3.1508802341205127,0.9999999999999999,1.0151215962484708,0.1,1.0
clean_seed103,none,103,18,3,3,False,True,0.5868956326867397,3.0419173609341286,1.0,0.9726519472904654,0.1,1.0
clean_seed103,none,103,18,5,5,False,True,0.5733309248973824,3.192437888354576,1.0,1.028510258834118,0.1,1.0
clean_seed103,none,103,18,6,6,False,True,0.5985443611389869,3.103943651445352,1.0,0.992484830663214,0.1,1.0
clean_seed103,none,103,18,8,8,False,True,0.5552417435774615,3.034766608084237,1.0,0.9703654967203869,0.1,1.0
clean_seed103,none,103,19,12,12,False,True,0.5470656611089887,3.0722332552518683,0.9999999999999999,0.9773602011114865,0.1,1.0
clean_seed103,none,103,19,13,13,False,True,0.5959869517033999,3.0766158855939794,0.9999999999999999,0.9787544339436586,0.1,1.0
clean_seed103,none,103,19,15,15,False,True,0.5989170923848626,3.0929840215445146,1.0,0.9839615791423794,0.1,1.0
clean_seed103,none,103,19,16,16,False,True,0.5781194849142954,3.284559797797638,1.0,1.0523439355578377,0.1,1.0
clean_seed103,none,103,19,17,17,False,True,0.6050749876424537,3.1068827926599694,0.9999999999999999,0.9883831528329128,0.1,1.0
clean_seed103,none,103,19,18,18,False,True,0.5456010290094774,3.146648808347883,1.0,1.0081584731736415,0.1,1.0
clean_seed103,none,103,19,5,5,False,True,0.5828989687653366,3.208182390349988,0.9999999999999999,1.0278732891122904,0.1,1.0
clean_seed103,none,103,19,6,6,False,True,0.6095680913712479,3.1211847066487097,1.0,0.9929329771369169,0.1,1.0
clean_seed103,none,103,19,7,7,False,True,0.6056937542397791,3.143399180525279,0.9999999999999999,1.007117321134263,0.1,1.0
clean_seed103,none,103,19,9,9,False,True,0.5552996479807352,3.1946137475750773,0.9999999999999998,1.0235260158650497,0.1,1.0
clean_seed103,none,103,20,0,0,False,True,0.5561316207735992,3.1226675402523205,0.9999999999999999,1.0076778402748725,0.1,1.0
clean_seed103,none,103,20,10,10,False,True,0.5793217030692123,3.0988748739384055,1.0,0.9923806598021663,0.1,1.0
clean_seed103,none,103,20,14,14,False,True,0.5907641929515765,3.212786079829102,1.0,1.0367588917024988,0.1,1.0
clean_seed103,none,103,20,15,15,False,True,0.5956327878354872,3.072125145882832,1.0,0.9838143530433583,0.1,1.0
clean_seed103,none,103,20,18,18,False,True,0.5651867173421296,3.1814881796465464,1.0,1.0266591292223253,0.1,1.0
clean_seed103,none,103,20,19,19,False,True,0.5102908895111798,3.1847611780831615,1.0000000000000002,1.0277153185070689,0.1,1.0
clean_seed103,none,103,20,3,3,False,True,0.6084523780858473,3.0264650565172655,1.0,0.9691922106676519,0.1,1.0
clean_seed103,none,103,20,5,5,False,True,0.600779665858134,3.1750369689555096,1.0,1.0245773379421121,0.1,1.0
clean_seed103,none,103,20,6,6,False,True,0.6152111484422877,3.049024202096163,1.0,0.9764165293913399,0.1,1.0
clean_seed103,none,103,20,8,8,False,True,0.5609756996258339,3.0696845396817207,0.9999999999999999,0.9830327756997408,0.1,1.0
clean_seed103,none,103,21,1,1,False,True,0.5796652271529209,2.999172767404243,1.0,0.9563479594588145,0.1,1.0
clean_seed103,none,103,21,10,10,False,True,0.5770392468275287,3.0376376116715753,1.0,0.9686132666547724,0.1,1.0
clean_seed103,none,103,21,11,11,False,True,0.5473098012309895,3.136068559294504,1.0,1.0066466030932866,0.1,1.0
